document_name,content,chunk_idex
java面试八股文Redis篇.docx,"解决方案有两种方式：
第一可用使用互斥锁：当缓存失效时，不立即去loaddb，先使用如Redis的setnx去设置一个互斥锁，当操作成功返回时再进行loaddb的操作并回设缓存，否则重试get缓存的方法。
第二种方案可以设置当前Key逻辑过期，大概是思路如下：
在设置Key的时候，设置一个过期时间字段一块存入缓存中，不给当前Key设置过期时间；
当查询的时候，从redis取出数据后判断时间是否过期；
如果过期则开通另外一个线程进行数据同步，当前线程正常返回数据，这个数据不是最新的。
当然两种方案各有利弊：
如果选择数据的强一致性，建议使用分布式锁的方案，性能上可能没那么高，锁需要等，也可能产生死锁的问题。
如果选择Key的逻辑删除，则优先考虑高可用性，性能比较高，但是数据同步这块做不到强一致。”
缓存雪崩
概念&&解决方案
缓存雪崩是指在同一个时段内，有大量的key同时失效或者是redis服务宕机，导致大量的请求到达数据库，给数据库带来了巨大的压力。
第一种情况就是大量的key过期造成的，这也是因为有大量的key设置缓存时采用了相同的过期时间才会导致这个问题。
我们只需要给不同的key设置不同的过期时间就可以了。比如可以在原有的失效时间TTL的基础上增加一个随机值，可以给1~5分钟，这样每一个缓存的过期时间的重复率就会降低，就很难引发集体失效的事件了。
第二种情况就是redis服务宕机造成的问题，服务器直接挂了，这该如何是好？
其实我们可以搭建redis的高可用的集群来预防，比如哨兵模式、集群模式都是可以的。
还有一个解决方案就是在设计这个缓存业务系统的时候，可以添加降级限流的策略，比较常见的限流设置可以在nginx，如果说你是在微服务，可以在spring cloud gateway网关中去设置限流的规则。",11
java面试八股文Redis篇.docx,"最后一个解决方案是可以给业务添加多级缓存，可以预防大量的key过期。比如，我们可以使用Guava或Caffeine，它们可以作为一级缓存，我们使用redis来去作为二级缓存，就可以预防这些雪崩的问题了
![image](/files/6deed54b-3a26-4e55-8c18-0b4e67a11f5f/file-preview)
总结
缓存雪崩是什么意思呢？它是指大量的缓存key在同一时段同时失效，或者是redis服务宕机导致的问题，最终这些请求都会到达数据库，给数据库带来了巨大的访问压力。
解决方案有四个：第一，假如有大量的key同时过期，我们可以给这些key的过期时间TTL添加随机值；第二，如果是redis服务宕机的话，我们可以利用redis集群提高服务的可用性，比如哨兵模式、集群模式；第三，我们可以给缓存业务的系统添加降级限流策略的逻辑；第四，可以给业务添加多级缓存。
其中降级限流的策略可以作为系统的保底策略，适用于缓存的穿透、击穿、雪崩，像这些问题都可以由限流来去作为保底解决。
模板
面试官：“什么是缓存雪崩？怎么解决？”
答：“缓存雪崩意思是设置缓存时采用了相同的过期时间，导致缓存在某一时刻同时失效，请求全部转发到DB，DB瞬间压力过重雪崩。与缓存击穿的区别：雪崩是很多Key，击穿是某一个Key缓存。
解决方案主要是可以将缓存失效时间分散开，比如可以在原有的失效时间基础上增加一个随机值，比如1-5分钟随机，这样每一个缓存的过期时间的重复率就会降低，就很难引发集体失效的事件。”
双写一致
前言
面试官：“redis做为缓存，mysql的数据如何与redis进行同步呢？”
这个问题其实问的就是双写一致性的问题，在回答这个问题的时候，我们一定要设置好前提。",12
java面试八股文Redis篇.docx,"双写一致
前言
面试官：“redis做为缓存，mysql的数据如何与redis进行同步呢？”
这个问题其实问的就是双写一致性的问题，在回答这个问题的时候，我们一定要设置好前提。我们要先介绍自己的业务背景，如果说我们的业务一致性要求比较高，是一种解决方案；如果说我们的业务允许延迟一致，那就是另外一种方案了。
所以在回答这个面试题的时候，要先介绍业务，千万不要上来就直接按照背诵的面试题去回答，很可能就出问题了。
我们就按照这两种不同的业务去讲，一个是一致性要求高的，一个是允许延迟一致的。先来看第一个一致性要高的。
第一种情况：强一致性的业务
前言
首先双写一致性的意思就是当修改了数据库的数据，同时也要更新缓存的数据，也就是说缓存要与数据库的数据保持一致。
我们通常的做法是：当我们去读数据的时候，先查redis，如果redis有数据就直接返回；redis没有数据，再去查询数据库，同时把查询到的结果写入到redis，再返回结果。这个就是读数据的流程。
写数据的流程是：我们采用延迟双删，什么是延迟双删？我们在写数据的时候，先删除缓存，然后修改数据库，延迟一小会儿再删除缓存。
![image](/files/02b65f0b-2365-4820-ba61-a30465197474/file-preview)
解决方案一：延迟双删
那为什么要延迟双删呢？我们一般的业务逻辑只需要删除缓存之后再去修改数据库就行了。你删除了缓存，然后再去修改数据库，这里一共有两次操作。那是先删除缓存呢，还是先去修改数据库呢？其实先操作哪一个都会出问题。
假如我们先删除缓存，再操作数据库。现在有缓存的数据和数据库的数据，我们一开始有两个数值，缓存是10，数据库也是10。",13
java面试八股文Redis篇.docx,"那是先删除缓存呢，还是先去修改数据库呢？其实先操作哪一个都会出问题。
假如我们先删除缓存，再操作数据库。现在有缓存的数据和数据库的数据，我们一开始有两个数值，缓存是10，数据库也是10。
![image](/files/e1a85cb5-7509-4db5-b639-634d5327b0f7/file-preview)
然后有两个线程，我们先来看正常的情况。比如线程1把缓存给删除了，删除之后缓存的数据就没有了，接着去操作数据库，这个时候把10改成20了。
![image](/files/d5132c10-ac8a-4cbc-bbdf-4e9e9cd6a5fd/file-preview)
当线程2来了之后，它一查缓存发现没有了，所以会去查询数据库，把这个20写入到缓存中，这是一种正常的情况，没有出现问题。
![image](/files/8505c3a6-8755-4771-a5f0-38beed470f1a/file-preview)
再看另外一种情况，我们把数据重置为一开始的10。线程1来了后先去删除缓存，但是中间来了个线程2，因为线程之间是交替执行的。当线程1删除完缓存之后，线程2来了，一看没有数据啊，它就去查询数据库了，然后把这个10给读到了，读到之后就写入到缓存中。
![image](/files/240a3e62-a824-425e-9558-330b7e6fc08d/file-preview)
![image](/files/201fb633-9d28-4f77-b335-dc67f48b198c/file-preview)
写入缓存后线程2就执行结束了，这时候回到线程1。因为线程1已经删除缓存了，所以它会直接去更新数据库，但是它把数据变成了20，也就是说更新完成之后，缓存是10，而数据库是20，那这数据就不一致了。",14
java面试八股文Redis篇.docx,"因为线程1已经删除缓存了，所以它会直接去更新数据库，但是它把数据变成了20，也就是说更新完成之后，缓存是10，而数据库是20，那这数据就不一致了。
![image](/files/1908667c-c110-4036-9c22-e16f26e07cf5/file-preview)
所以说当前这种方式有可能会出现脏数据的现象。
下面我们再来看先操作数据库，再删除缓存的情况。这边同样也有两个线程，一开始缓存和数据库的数据也都是10。
![image](/files/3ae964bc-bc7e-4330-a8fa-2916274b7fea/file-preview)
我们先说正常的情况。比如线程2来了后先去更新数据库，更新之后数据是20，然后再去删除缓存就可以了。
![image](/files/0cd7f466-92a0-412f-bb1c-048e6b8073e5/file-preview)
如果现在线程1来了，它直接去查数据，一看缓存里面没有，就会去数据库中查询数据，再把这个数据写入缓存。这是一种正常的情况，没有出现问题。
![image](/files/50b04a7b-1e81-4e3e-b604-2b0b821fc5d1/file-preview)
再来看另外一种情况。我们把缓存和数据库的数据恢复成10，比如先让线程1来操作，但是它在查询缓存的时候，缓存已经过期了，目前缓存中是没有数据的。这时候线程1在缓存中查不到数据，它就会把数据库中的数据查出来，现在数据是10。
但是在线程1还没有把数据同步到缓存之前，线程被切换成线程2了。线程2直接去把数据更新成20，然后去删除了缓存，因为目前缓存中没有数据，其实删除不删除都是一样的，到此线程2执行结束。",15
java面试八股文Redis篇.docx,"但是在线程1还没有把数据同步到缓存之前，线程被切换成线程2了。线程2直接去把数据更新成20，然后去删除了缓存，因为目前缓存中没有数据，其实删除不删除都是一样的，到此线程2执行结束。
![image](/files/ee704da5-e01e-4459-9b68-0eaab1681361/file-preview)
然后我们回到线程1，因为线程1一开始查询的时候缓存中没有数据，并且已经读到了旧的数据10，现在它的第二步操作就是去把当前这个10写入缓存。那这样数据库跟缓存的数据就不一致了。
![image](/files/cc267172-58be-400b-9143-ba166b57bbda/file-preview)
以上两种情况都有可能导致脏数据的出现。我们回到一开始延迟双删的话题上，目前已经解决了第一个问题：先删除缓存还是先修改数据库。其实这两个操作都会出现问题。
接下来看第二个问题：为什么要删除两次缓存？刚刚已经说过了，我们先删除缓存，然后修改数据库肯定是会有脏数据的。
所以我们采用了双删的策略，等数据库修改完成后再删除一次缓存，就是为了降低脏数据的出现。
第三个问题：为什么要延时删除呢？因为一般情况下数据库是主从模式，它是读写分离的，我们需要延时一会儿让主节点把数据同步给从节点。但是这个延时也有可能出现问题，因为延时多少时间不好控制，在延时的过程中，依然有可能会出现脏数据。
综上所述，延迟双删极大地控制了脏数据的风险，但也只是控制了一部分，因为延时的时间不好控制，它也有脏数据的风险，做不到绝对的强一致的。
为什么讲这个延迟双删呢？因为面试官爱问这个问题（doge），所以这个点需要熟悉。
解决方案二：互斥锁
那到底该怎么保持强一致性呢？有其他解决方案吗？我们还可以采用互斥锁的方式，就是在写数据或者读数据的时候，添加一共分布式锁。下图是一个加锁的逻辑。",16
java面试八股文Redis篇.docx,"解决方案二：互斥锁
那到底该怎么保持强一致性呢？有其他解决方案吗？我们还可以采用互斥锁的方式，就是在写数据或者读数据的时候，添加一共分布式锁。下图是一个加锁的逻辑。
![image](/files/1d13095f-5e02-4d6f-83bb-0ff81b091c28/file-preview)
目前只能有一个线程读，操作完成后解锁成功了，才能让其他线程继续读或者写，这个就能绝对保证数据的一致性，但是性能比较低。
我们可以稍微优化一下，在保证绝对一致的前提下，性能也相对比较好。需要强调一下，像这些存入缓存的数据肯定都是读多写少，如果说写多读少，那是不建议把数据写入到缓存中的，直接去操作数据库反而更省事。
![image](/files/25344173-647c-4d9d-ba55-2b847fad2bc8/file-preview)
所以我们可以利用读写锁进行控制。第一个是共享锁，它的特点是加锁之后，其他线程可以继续读数据，但是不能写；第二个锁是排他锁。加锁后会阻塞其他线程的读和写操作。
当读数据的时候，我们添加共享锁，它允许其他线程继续读，但是不允许其他线程有写操作；当写数据的时候，我们添加排他锁，它会阻塞其他线程的读和写的操作。
因为我们目前是读多写少，所以只在写的时候添加一个排他锁，在读的时候不受任何影响，对比刚才的分布式锁，读和写操作都添加了锁，性能就极大地提升了，也能保证数据的强一致性。
可以看一下具体的代码实现：
![image](/files/82b208f9-c652-4f85-acf1-b0427c1cb751/file-preview)
前面是一个读操作，redission已经帮我们提供好了读写锁，我们可以直接去获取一个读写锁，拿到一个读锁，这时候再去操作正常的业务逻辑就可以了，最终把读锁给释放。读锁添加之后，其他线程可以读，但是不能写。",17
java面试八股文Redis篇.docx,"读锁添加之后，其他线程可以读，但是不能写。
![image](/files/41fc0f47-15c9-4911-ac18-abdb6eb9a3d7/file-preview)
然后是写操作，我们也是去获取相同的读写锁，里面的值要保持一致，要不然就不能控制了。拿到一个写锁，其实就是排他锁，当我们去操作这段代码的时候，前面的读操作也是互斥的。
综上所述，使用读写锁的这种方式，它可以保证强一致的数据同步，但是性能肯定是不高的。虽然使用了读写锁，但是在写数据的时候，依然会阻塞其他线程来读数据，所以说这种读写锁的操作比较适合于必须是强一致情况下的业务
第二种情况：允许短暂的不一致的业务
前言
其实在实际开发中，这个才是主流，大部分情况下都是可以稍微延迟的，解决方案有很多，实现起来也比较简单。
解决方案三：异步通知
异步通知保证数据的最终一致性。如下图所示，当我们修改数据写入到mysql以后，就会发一条消息给mq，在我们的缓存服务这一块需要去监听这个mq，最后再去更新这个缓存就可以了。
![image](/files/c3c3f2e7-d0f3-4a01-a80c-6d7598547922/file-preview)
当然消息发出后什么时候接收到消息，什么时候同步缓存，这个肯定是有延迟的，但是它能保证最终的一致性。
它是如何保证的？这取决于mq的可靠性，关于可靠性后面也会讲清楚。
其实除了mq这种方式，我们也可以使用canal进行异步通知，这是阿里出的一个中间件，它主要是基于mysql的主从进行实现同步的。
如下图所示，当有数据修改之后写到了数据库，数据库一旦发生了变化，就会把这个变化记录到一个binlog的日志文件中，比如一些ddl（数据定义语言）语句或者是dml（数据操纵语言）语句，但不包括数据查询（SELECT、SHOW）语句。",18
java面试八股文Redis篇.docx,"![image](/files/3bd5b2ea-eed4-4519-a32e-79fb0b0cef27/file-preview)
它能通过binlog日志文件来获取数据的变化，当有我们需要的表数据发生变化之后，我们就可以在缓存服务那里获取变化后的数据，然后更新到缓存就可以了。
这种方式的好处是：对于业务代码几乎是零侵入的，像之前讲过的那些多多少少都会有代码的侵入，这种方式是没有的。如果是我们的业务是可以接受短暂的延时的话，canal实现的这种方式是一个不错的选择。
其实正常情况下是感受不到延时的，所以说是在大并发情况下，才会出现短暂的不一致的情况
总结
面试官的问题是：redis做为缓存，mysql的数据如何与redis进行同步呢？
我们注意要先去介绍自己简历上涉及到redis缓存的业务，比如我们当时是把文章的热点数据存入到缓存中，虽然是热点数据，但是实时要求性并没有那么高，所以，我们当时采用的是异步的方案同步的数据。
或者说我们当时是把抢券的库存存入到了缓存中，这个需要实时的进行数据同步，为了保证数据的强一致，我们采用的是redission提供的读写锁来保证数据的同步。
回答完上面的，面试官肯定会接着问：“那你来介绍一下异步的方案（你来介绍一下redission读写锁的这种方案）。”
我们先来说一下异步的方案：它属于允许延时一致的业务，主要采用的是异步通知，有两种方式可以完成：
可以使用mq中间件来去完成数据的同步，当mysql的数据有更新之后，我们会发一条消息通知给mq，同时缓存的服务需要去接收这个消息，把数据同步到缓存中，这边需要保证mq的可靠性。
可以使用canal中间件，不需要修改业务代码，它是伪装为mysql的一个从节点，通过读取binlog日志来去更新缓存。",19
java面试八股文Redis篇.docx,"可以使用canal中间件，不需要修改业务代码，它是伪装为mysql的一个从节点，通过读取binlog日志来去更新缓存。
如果回答的是强一致性的，我们可以使用redission提供的读写锁，第一个是共享锁，它加锁之后其他线程是可以共享读操作的；第二个是排他锁，也叫独占锁，它加锁之后阻塞其他线程的读和写操作，用它来保证数据的强一致。
模板
强一致性的业务
面试官：“redis作为缓存，mysql的数据如何与redis进行同步呢？”（双写一致性）
答：“就说我最近做的这个项目吧，里面有xxxx（根据自己简历上写的）的功能，需要让数据库与redis高度保持一致，因为要求时效性比较高，我们当时采用的读写锁保证的强一致性。
我们采用的是redission实现的读写锁，在读的时候添加共享锁，可以保证读读不互斥，读写互斥。当我们更新数据的时候，添加排他锁，它是读写，读读都互斥，这样就能保证在写数据的同时是不会让其他线程读数据的，避免了脏数据。这里面需要注意的是读方法和写方法上需要使用同一把锁才行。”
面试官：“那这个排他锁是如何保证读写、读读互斥的呢？”
答：“其实排他锁底层使用也是setnx，保证了同时只能有一个线程操作锁住的方法。”
面试官：“你听说过延时双删吗？为什么不用它？”
答：“延迟双删，如果是写操作，我们先把缓存中的数据删除，然后更新数据库，最后再延时删除缓存中的数据，其中这个延时有多久不太好确定，在延时的过程中可能会出现脏数据，并不能保证强一致性，所以没有采用它。”
允许短暂的不一致/最终一致性的业务
面试官：“redis作为缓存，mysql的数据如何与redis进行同步呢？”（双写一致性）
答：“就说我最近做的这个项目吧，里面有xxxx（根据自己简历上写的）的功能，数据同步可以有一定的延时（符合大部分业务）。",20
java面试八股文Redis篇.docx,"我们当时采用阿里的canal组件实现数据同步：不需要修改业务代码，部署一个canal服务。canal服务把自己伪装为mysql的一个从节点，当mysql数据更新以后，canal会读取binlog数据，然后在通过canal的客户端获取到数据，更新缓存即可。”
持久化
前言
这个在面试过程中问的也是比较多的。
面试官：“redis做为缓存，数据的持久化是怎么做的？”
我们在介绍redis持久化的时候，可以先说一下redis持久化的方式。Redis持久化有两种方式：1、RDB；2、AOF；
当然这么回答太过简单，我们还需要进一步进行说明。
第一种方式：RDB
先说RDB。RDB全称Redis Database Backup file（Rediss数据备份文件），也被叫做Redis数据快照。简单来说就是把内存中的所有数据都记录到磁盘中。当Redis实例故障重启后，从磁盘读取快照文件，恢复数据（把数据恢复到内存中）。
基本操作是这样：首先我们可以使用redis的客户端执行命令，有两个命令：一个是save；一个是bgsave。这两个命令都可以手动来执行RDB文件的生成。
![image](/files/09b70eb0-1f0b-4d23-8193-9deff37e8c14/file-preview)
这两个命令是不一样的。save是用主线程来执行RDB，bgsave是用子进程来执行RDB。如果说我们使用的是主进程的话，假如你的文件比较大，它会阻塞其他线程的命令。
所以一般在项目中使用的话，建议使用bgsave来执行RDB，它不会让其他命令受影响。当然这种命令方式都是人工的主动备份。
redis也提供了更方便的方式，无需人工操作，只需要触发了条件的就可以自动去执行RDB，并且是由子进程去执行的。",21
java面试八股文Redis篇.docx,"当然这种命令方式都是人工的主动备份。
redis也提供了更方便的方式，无需人工操作，只需要触发了条件的就可以自动去执行RDB，并且是由子进程去执行的。
其中在redis的配置文件中，有一个redis.config文件，这里面有三个默认的配置，格式如下：
save 900 1 #900秒内，如果至少有1个key被修改，则执行bgsave
save 300 10
save 60 10000
我们可以根据自己的需要进行适当的设置，这些都属于最简单的操作和配置本。在面试过程中可能会问其他问题，比如RDB的执行原理是什么？
![image](/files/321bc00e-4013-482e-a2bd-52034d034d1e/file-preview)
RDB的执行原理
bgsave开始时会fork主进程得到子进程，子进程共享主进程的内存数据。完成fork后读取内存数据并写入RDB文件。
刚才我们说当执行bgsave的时候，就是开了一个子进程，也就是一个新的进程来去执行这个RDB文件的操作。它是一个异步的、对主进程几乎是没有阻塞的，但是在开启新进程的时候会产生阻塞，这些阻塞是纳秒级的，可以忽略不计。
我们先来分析一下为什么不受影响，如下图所示。
![image](/files/f995e7f6-be8f-4df2-9f23-8edbd8cce81f/file-preview)
首先这里有一个物理内存，可以理解为计算机里面的内存条，这里面有一个redis的主进程，它要去实现对redis数据的读写操作，肯定是在内存中操作的。
但是在linux系统当中，所有的进程都没有办法直接操作物理内存，它是由操作系统给每一个进程分配了一个虚拟内存，主进程只能操作虚拟内存，操作系统会维护一个虚拟内存和物理内存之间的映射关系表，这个表称为“页表”。
页表主要记录的是虚拟地址与物理地址的映射关系。",22
java面试八股文Redis篇.docx,"页表主要记录的是虚拟地址与物理地址的映射关系。那么这时候主进程去操作虚拟内存，而虚拟内存基于页表的映射，关联到物理内存真正的存储数据的位置，这样就能实现对物理内存数据的读和写操作了。
知道页表的作用后，现在我们重点来看一下主进程与子进程是如何同步数据的。
首先当我们去执行bgsave的时候，它会开一个子进程去执行RDB，其实在内部它会去fork一个子进程，相当于克隆一个子进程，注意这里是“进程”不是“线程”。
当我们有了这个子进程后，它并不是针对物理内存里面的数据做拷贝，仅仅是把页表数据进行拷贝，也就是说把映射关系拷贝给了子进程，那么这时候子进程就有跟主进程相同的映射关系了。
那子进程在操作自己的虚拟内存时，由于映射关系跟主进程是一样的，最终一定能够映射到相同的物理内存区域。
这样就实现了子进程与主进程内存空间的共享了，我们就无需拷贝内存中的数据了，直接实现内存共享，这个速度是非常快的，阻塞的时间就尽可能的缩短了，因为只需要拷贝页表数据就可以了，这个过程的时间是纳秒级的，可以忽略不计。
子进程拿到页表之后，它已经可以读到物理内存中的数据了，然后它就可以把读到的数据写入到磁盘中，写了一个新的RDB文件，写完以后会替换旧的RDB文件。
到了这里，我们的异步持久化就完成了。但是要注意，子进程在写RDB文件的过程中，主进程是可以接受用户的请求，来去修改内存中的数据的。
如果说主进程同时在修改数据，而子进程同时在读和写，有可能会有冲突，甚至都有可能会出现一些脏数据。
为了避免这个问题的发生，在fork底层会采用一种copy-on-write技术。当主线程要去写的时候，就去做一次拷贝，现在的内存是没有拷贝的，是共享的，也就是说主进程和子进程都可以操作这里面的数据。",23
java面试八股文Redis篇.docx,"为了避免这个问题的发生，在fork底层会采用一种copy-on-write技术。当主线程要去写的时候，就去做一次拷贝，现在的内存是没有拷贝的，是共享的，也就是说主进程和子进程都可以操作这里面的数据。
我们在fork的时候，会把共享的这个内存标记为read-only，它是一个只读模式，任何一个进程只能来读出去，而不能写，假设用户真的接受了写的请求，那主进程必须完整地拷贝一份数据出来，然后再去完成它的写操作。
当然一旦完成拷贝之后，我们主进程再去读操作的时候，也会往这边去读了，页表的映射关系也会映射到新的数据来。
这个就是copy-on-write，它每次只要有写都可以拷贝，这样的话就避免脏写的问题了。
以上就是RDB使用bgsave命令执行的原理。
第二种方式：AOF
AOF全称是Append Only File（追加文件）。redis处理的每一个写命令都会记录在AOF文件，可以看作是命令日志文件，如下图所示。
![image](/files/bbe5c745-cced-4913-b5e5-c0680a939605/file-preview)
比如我们设置了一个set命令：set num 123，我们去操作redis，redis就会写入到一个文件中，这个文件就是AOF，它会把这个命令原封不动地记录到当前这个日志文件中，它会记住所有的redis中执行的写命令。
但是要注意，AOF默认是关闭的，我们需要通过配置把它开启。
在redis.config文件中，有一项配置叫做appendonly，默认是no，需要改成yes，证明当前已经开启了AOF功能。还有一项配置可以指定当前AOF文件的名称。
当我们开启AOF功能，同样我们也可以配置记录的频率。在redis中有三种记录的频率，也叫做“刷盘策略”：
第一个是Always，它是同步刷盘，可靠性比较高，几乎不丢数据，但是性能比较差。",24
java面试八股文Redis篇.docx,"当我们开启AOF功能，同样我们也可以配置记录的频率。在redis中有三种记录的频率，也叫做“刷盘策略”：
第一个是Always，它是同步刷盘，可靠性比较高，几乎不丢数据，但是性能比较差。这种方式会立即记录每次执行的写命令；第二个是everysec，就是每秒刷一次盘，性能适中，最多丢失1秒数据；最后一个是no，它由操作系统控制，由操作系统决定何时将缓冲区的数据写到磁盘，性能比较好，但是有可能会丢失大量的数据。
![image](/files/2a8b419b-591f-41b6-a2c6-e052251ff1cf/file-preview)
一般在项目中，我们都会采用everysec，最多丢失1秒的数据，相对来说，这种数据丢的是最少的，风险也是最低的，性能也还好。
以上就是AOF最基本的配置了。但是它也有缺点：因为它需要去记录命令，那么AOF文件要比RDB文件大得多，假如有一个key是进行了多次写操作，它也会记录多次，其实只有最后一次写操作才有意义。
比如我们设置了一个set number 123，还有set name jack，最后是set num 666。这里面同时对num进行了两次操作，正常记录的话两次都会记录，但是在redis中还有一个命令叫“bgrewriteaof”，它可以针对当前的文件进行重写，重写之后就可以使用最少的命令达到相同的效果。
上面的三条命令重写之后就是：msetname jack num 666，它只会去留下最后一次操作，这样就极大地节省了当前命令的行数。同时我们也可以通过配置这个设置来去自动触发这个阈值。
阈值也可以在redis.conf中配置：第一个可以配置当前的百分比，表示当前这个文件比上次文件增长超过百分之多少，就会触发这个重写，比如100，之前是1mb，现在是2mb，增长超过百分之百，就会触发这个重写。",25
java面试八股文Redis篇.docx,"第二个可以设置体积，比如64mb，超过64mb就会进行触发重写。
![image](/files/b791da0c-4c99-44bf-b54e-43cbab37b7ae/file-preview)
我们可以通过这两项配置去增加重写的次数。
以上就是AOF方式的特点。
总结
RDB、AOF两种方式都有自己的优缺点。其中如果说从持久化方式来说的话，RDB是定时针对整个内存做快照；AOF是记录每一次执行的命令。
从数据完整性来说，肯定是AOF相对更完整，这个也取决于刷盘策略，我们可以设置为每秒去刷盘一次；RDB相对来说就不完整，因为两次备份之间有可能丢数据，比如说设置为60秒去备份一次，60秒中间如果redis宕机了，有可能会丢掉大量的数据。
文件大小，AOF肯定比较大，因为记录的是命令，所以体积会更大；RDB是二进制文件，有经过压缩，所以体积是比较小的。
宕机的恢复速度，RDB因为文件小，所以恢复得快；AOF文件大恢复得慢。
数据恢复的优先级，RDB优先级比较低，因为它的数据不如AOF，毕竟这取决于当前数据的完整性；AOF数据的完整性更好，所以说它的优先级会更高一些。
系统资源的占用，其中RDB是比较高的，它在执行写操作的时候，会大量地占用CPU和内存的消耗；但AOF不存在这种情况，它主要占用的是磁盘的IO资源，因为它要不断地去写。但是当宕机恢复数据的时候，它也会去占用大量的CPU和内存资源的用量，毕竟它的文件是比较大的，当然这样它的速度就会慢。
使用场景，假如我们的业务可以容忍数分钟的数据丢失，我们就可以使用RDB；假如对数据安全性要求比较高，建议使用AOF。
当然面试官可能会接着问我们在项目中是怎么用的。如果说我们对数据安全性比较高的话，在实际开发过程中，通常情况下都会结合两者来去使用，也就是两个都要开启。",26
java面试八股文Redis篇.docx,"当然面试官可能会接着问我们在项目中是怎么用的。如果说我们对数据安全性比较高的话，在实际开发过程中，通常情况下都会结合两者来去使用，也就是两个都要开启。
模板
面试官：“redis作为缓存，数据的持久化是怎么做的？”
答：“在Redis中提供了两种数据持久化的方式：1、RDB 2、AOF。”
面试官：“这两种持久化的方式有什么区别呢？”
答：“RDB是一个快照文件，它是把redis内存存储的数据写到磁盘上，当redis实例宕机恢复数据的时候，方便从RDB的快照文件中恢复数据。
AOF的含义是追加文件，当redis操作写命令的时候，都会存储在这个文件中，当redis实例宕机恢复数据的时候，会从这个文件中再次执行一遍命令来恢复数据。”
面试官：“这两种方式，哪种恢复的比较快？”
答：“RDB因为是二进制文件，在保存的时候体积也是比较小的，它恢复得比较快，但是它有可能会丢数据，我们通常在项目中也会使用AOF来恢复数据，虽然AOF恢复的速度慢一些，但是它丢数据的风险要小很多，在AOF文件中可以设置刷盘策略，我们当时设置的就是每秒批量写入一次命令。”
数据过期策略
前言
面试官：“假如redis的key过期之后，它会立即删除吗？”
这个问题很明显就是在问数据的过期策略，那什么是数据过期策略呢？
首先redis对数据设置数据的有效时间（过期时间），比如我们设置了一个key是name，value是heima，过期时间是10秒：set nameheima10。那过了10秒（数据过期）以后，就需要把这个key（数据）从内存中清理删除掉，我们在删除数据的时候就可以按照不同的规则进行删除，这些删除的规则就是数据的删除策略，也称为数据的过期策略。
在redis中提供了两种数据的过期策略：第一个是惰性删除；第二个是定期删除。",27
java面试八股文Redis篇.docx,"在redis中提供了两种数据的过期策略：第一个是惰性删除；第二个是定期删除。
惰性删除
当我们设置了key的过期时间之后，我们不用去管它，当需要这个key的时候，就是访问它的时候，我们再去检查它是否过期。如果过期，我们就直接删除它，没过期就直接返回这个key（数据）。
例如：set namezhangsan10、get name //发现name过期了，直接删除key
可以看到这个name的过期时间是10秒，当我们去get name的时候会去判断当前这个name是否过期，假如过期了，直接把它删除就可以了。这就是惰性删除的特点。
惰性删除的优点是对CPU比较友好，只会在使用这个key的时候才会进行过期的检查，对于很多用不到的key变化浪费时间进行过期检查；缺点就是对内存不太友好，如果说一个key已经过期，但是一直没有使用，那么这个key会一直存在内存中，内存永远不会被释放。
假如有大量的key过期了，都没人访问，也不会删除，那么对于内存来说就比较浪费了。
![image](/files/b42ec3b3-a508-46bf-bc0a-9e9be9b9ea96/file-preview)
定期删除
每隔一段时间，我们就会对一些key进行检查，然后删除过期的key就可以了（注意每次检查都是检查一定量的key，随着时间的推移，它会遍历一遍redis中所有的key，直到都检查一遍）。
所以可以确保假如一个key过期了，就一定会被删除，不会再出现一个key过期之后不会删除的情况。
其中定期删除又分了两种模式：1、SLOW模式 2、FAST模式。一个快一个慢。
SLOW模式是一个定时任务，执行频率默认是10hz（每秒执行10次，执行周期是100ms，也就是每过100ms执行1次），其中这个hz可以通过配置文件redis.conf的hz选项去手动调整这个次数，默认是10。",28
